Step,Date,Market_Return,Agent_Return,Cash_Ratio,Total_Value,Reward
990,2022-12-31,0.0017,-0.0002,0.22,67104869,-0.0396
1000,2023-01-10,-0.0281,-0.0257,0.16,71914048,-0.2077
1010,2023-01-20,-0.0314,-0.0227,0.07,74006687,-0.0524
1020,2023-01-30,0.0131,0.0131,0.13,69633772,0.1298
1030,2023-02-09,0.0000,-0.0016,0.24,69836414,-0.0488
1040,2023-02-19,0.0432,0.0477,0.16,72761372,0.5675
1050,2023-03-01,0.0000,-0.0013,0.12,81869180,-0.0384
1060,2023-03-11,-0.0177,-0.0205,0.05,82454277,-0.2615
1070,2023-03-21,0.0000,-0.0010,0.04,89926853,-0.0296
1080,2023-03-31,0.0000,-0.0005,0.29,91312453,-0.0150
1090,2023-04-10,0.0145,0.0151,0.11,91694255,0.1618
1100,2023-04-20,0.0000,-0.0009,0.05,93693585,-0.0281
1110,2023-04-30,0.0077,0.0051,0.03,97173633,0.0008
1120,2023-05-10,0.0000,-0.0010,0.05,91740343,-0.0298
1130,2023-05-20,0.0251,0.0220,0.13,95086658,0.1592
1140,2023-05-30,-0.0054,-0.0052,0.21,93473034,-0.0485
1150,2023-06-09,-0.0443,-0.0467,0.06,88963579,-0.5146
1160,2023-06-19,0.0107,0.0096,0.24,87271113,0.0719
1170,2023-06-29,0.0000,-0.0012,0.03,85735150,-0.0353
1180,2023-07-09,-0.0156,-0.0133,0.13,85060453,-0.0870
1190,2023-07-19,0.0000,-0.0012,0.12,78800684,-0.0364
1200,2023-07-29,-0.0251,-0.0240,0.07,75706979,-0.2196
1210,2023-08-08,-0.0047,-0.0034,0.03,80699513,-0.0088
1220,2023-08-18,-0.0153,-0.0182,0.06,76871205,-0.2394
1230,2023-08-28,0.0053,0.0033,0.15,83713234,-0.0090
1240,2023-09-07,0.0000,-0.0008,0.15,86577950,-0.0233
1250,2023-09-17,-0.0069,-0.0084,0.05,85519482,-0.1141
1260,2023-09-27,0.0000,-0.0009,0.18,82945205,-0.0279
1270,2023-10-07,-0.0311,-0.0283,0.13,76928997,-0.2268
1280,2023-10-17,-0.0004,-0.0005,0.10,76991533,-0.0088
1290,2023-10-27,-0.0435,-0.0425,0.05,73053617,-0.4063
1300,2023-11-06,0.0191,0.0207,0.03,78940274,0.2392
1310,2023-11-16,0.0000,-0.0012,0.04,76490851,-0.0349
1320,2023-11-26,-0.0067,-0.0072,0.09,74596649,-0.0818
1330,2023-12-06,0.0000,-0.0011,0.04,80315431,-0.0335
1340,2023-12-16,0.0000,-0.0010,0.04,78364905,-0.0308
1350,2023-12-26,0.0031,0.0030,0.18,78156162,0.0289
1360,2024-01-05,0.0040,0.0033,0.14,76792515,0.0183
1370,2024-01-15,-0.0024,-0.0047,0.16,77426901,-0.0921
1380,2024-01-25,0.0000,-0.0008,0.16,74204633,-0.0251
1390,2024-02-04,-0.0033,-0.0016,0.04,71614297,0.0185
1400,2024-02-14,0.0000,-0.0014,0.05,70253589,-0.0420
1410,2024-02-24,0.0000,-0.0011,0.10,68652245,-0.0318
1420,2024-03-05,-0.0004,-0.0003,0.06,74222108,-0.0008
1430,2024-03-15,0.0082,0.0096,0.03,75174255,0.1234
1440,2024-03-25,-0.0041,-0.0050,0.05,77632619,-0.0667
1450,2024-04-04,0.0000,-0.0008,0.10,75636625,-0.0241
1460,2024-04-14,0.0113,0.0113,0.03,73954735,0.1151
1470,2024-04-24,0.0000,-0.0014,0.18,76272002,-0.0406
1480,2024-05-04,-0.0125,-0.0113,0.18,72343184,-0.0900
1490,2024-05-14,0.0139,0.0121,0.05,68042112,0.0845
1500,2024-05-24,-0.0146,-0.0136,0.08,65092757,-0.1151
1510,2024-06-03,0.0000,-0.0007,0.05,65652701,-0.0202
1520,2024-06-13,0.0000,-0.0012,0.20,66621745,-0.0372
1530,2024-06-23,0.0144,0.0138,0.06,65681254,0.1260
1540,2024-07-03,0.0000,-0.0011,0.27,66366078,-0.0316
1550,2024-07-13,0.0041,0.0015,0.25,67911803,-0.0378
1560,2024-07-23,-0.0050,-0.0052,0.05,65250003,-0.0543
1570,2024-08-02,-0.0619,-0.0620,0.05,56998223,-0.6227
1580,2024-08-12,-0.0026,-0.0014,0.03,56165501,0.0106
1590,2024-08-22,0.0000,-0.0009,0.20,58077088,-0.0284
1600,2024-09-01,0.0000,-0.0015,0.07,59829685,-0.0442
1610,2024-09-11,0.0000,-0.0016,0.06,58035942,-0.0494
1620,2024-09-21,-0.0035,-0.0031,0.07,57398445,-0.0213
1630,2024-10-01,-0.0063,-0.0067,0.04,57627197,-0.0770
1640,2024-10-11,0.0154,0.0066,0.24,56395061,-0.1099
1650,2024-10-21,-0.0179,-0.0178,0.03,49796493,-0.1749
1660,2024-10-31,0.0000,-0.0012,0.08,52432830,-0.0375
1670,2024-11-10,0.0214,0.0201,0.05,53248113,0.1759
1680,2024-11-20,0.0000,-0.0012,0.05,56832203,-0.0359
1690,2024-11-30,0.0041,0.0021,0.13,60477937,-0.0215
1700,2024-12-10,0.0387,0.0331,0.10,66079522,0.2198
1710,2024-12-20,0.0148,0.0123,0.09,70667447,0.0723
1720,2024-12-30,0.0135,0.0131,0.15,69455415,0.1246
1730,2025-01-09,0.0000,-0.0014,0.28,70808160,-0.0420
1740,2025-01-19,-0.0274,-0.0258,0.23,63962415,-0.2279
1750,2025-01-29,0.0000,-0.0006,0.17,64438007,-0.0175
1760,2025-02-08,-0.0084,-0.0010,0.10,64740825,0.1379
1770,2025-02-18,-0.0008,-0.0014,0.07,62486248,-0.0261
1780,2025-02-28,0.0093,0.0029,0.16,66386739,-0.0990
1790,2025-03-10,-0.0208,-0.0182,0.24,63821163,-0.1322
1800,2025-03-20,0.0000,-0.0008,0.03,63857336,-0.0229
1810,2025-03-30,0.0000,-0.0010,0.06,66414729,-0.0287
1820,2025-04-09,0.0000,-0.0011,0.08,65789594,-0.0343
1830,2025-04-19,0.0203,0.0130,0.07,70004046,-0.0169
1840,2025-04-29,0.0179,0.0228,0.07,73685515,0.3264
1850,2025-05-09,-0.0218,-0.0175,0.07,70258611,-0.0902
1860,2025-05-19,-0.0236,-0.0194,0.10,68732167,-0.1101
1870,2025-05-29,0.0000,-0.0008,0.11,67113390,-0.0252
1880,2025-06-08,-0.0243,-0.0199,0.17,63110185,-0.1124
1890,2025-06-18,0.0000,-0.0014,0.29,62823477,-0.0414
1900,2025-06-28,-0.0250,-0.0271,0.07,59348724,-0.3134
1910,2025-07-08,0.0033,0.0060,0.05,55902209,0.1145
1920,2025-07-18,0.0020,0.0005,0.25,57996148,-0.0270
1930,2025-07-28,-0.0129,-0.0145,0.12,56043258,-0.1779
1940,2025-08-07,0.0000,-0.0008,0.17,50611521,-0.0244
1950,2025-08-17,-0.0000,0.0019,0.23,48617350,0.0573
1960,2025-08-27,0.0000,-0.0008,0.05,45822693,-0.0227
1970,2025-09-06,0.0330,0.0325,0.05,49836032,0.3154
1980,2025-09-16,-0.0214,-0.0226,0.08,49388432,-0.2503
1990,2025-09-26,0.0189,0.0166,0.14,49690637,0.1211
2000,2025-10-06,0.0332,0.0248,0.23,56348353,0.0797
2010,2025-10-16,0.0000,-0.0010,0.05,56986555,-0.0309
2020,2025-10-26,0.0232,0.0216,0.06,59056304,0.1836
2030,2025-11-05,0.0000,-0.0007,0.04,60213703,-0.0200
2040,2025-11-15,0.0242,0.0218,0.04,58403048,0.1705
2050,2025-11-25,-0.0161,-0.0155,0.12,59402758,-0.1438
2060,2025-12-05,0.0227,0.0211,0.04,61003325,0.1794
2070,2025-12-15,-0.0182,-0.0109,0.20,66917458,0.0355
2080,2025-12-25,0.0000,-0.0010,0.13,72101487,-0.0293
2090,2026-01-04,0.0233,0.0140,0.15,72563806,-0.0468
2100,2026-01-14,0.0000,-0.0010,0.07,74556521,-0.0290
2110,2026-01-24,-0.0293,-0.0275,0.10,71539639,-0.2406
2120,2026-02-03,0.0000,-0.0010,0.18,68546698,-0.0308
2130,2026-02-13,-0.0305,-0.0292,0.20,66510697,-0.2671
30,2020-05-15,-0.0298,-0.0334,0.05,96658477,-0.4059
40,2020-05-25,-0.0442,-0.0355,0.03,91278475,-0.1796
50,2020-06-04,0.0000,-0.0008,0.05,104430070,-0.0254
60,2020-06-14,-0.0077,-0.0076,0.09,124228776,-0.0750
70,2020-06-24,0.0000,-0.0010,0.10,146635697,-0.0296
80,2020-07-04,0.0392,0.0386,0.03,177276025,0.3743
90,2020-07-14,-0.0103,-0.0095,0.07,205229752,-0.0786
100,2020-07-24,0.0179,0.0067,0.19,219777825,-0.1558
110,2020-08-03,-0.0108,0.0039,0.05,222355528,0.3323
120,2020-08-13,0.0000,-0.0009,0.15,210765242,-0.0275
130,2020-08-23,-0.0121,-0.0169,0.11,183361403,-0.2660
140,2020-09-02,0.0000,-0.0012,0.03,186205791,-0.0359
150,2020-09-12,0.0099,0.0116,0.08,183516337,0.1479
160,2020-09-22,-0.0064,-0.0117,0.17,175150490,-0.2222
170,2020-10-02,0.0210,0.0205,0.14,161343830,0.1957
180,2020-10-12,0.0028,0.0014,0.16,177654748,-0.0150
190,2020-10-22,0.0000,-0.0010,0.30,156843828,-0.0314
200,2020-11-01,0.0045,0.0070,0.05,147150609,0.1208
210,2020-11-11,0.0000,-0.0009,0.08,145107450,-0.0266
220,2020-11-21,0.0257,0.0129,0.15,163248102,-0.1283
230,2020-12-01,-0.0262,-0.0305,0.21,164010352,-0.3890
240,2020-12-11,-0.0152,-0.0117,0.04,163786716,-0.0469
250,2020-12-21,0.0313,0.0298,0.04,153912017,0.2692
260,2020-12-31,0.0000,-0.0015,0.05,140275520,-0.0452
270,2021-01-10,-0.0246,-0.0236,0.10,125533147,-0.2159
280,2021-01-20,0.0000,-0.0015,0.05,116292773,-0.0464
290,2021-01-30,0.0006,-0.0018,0.16,131488604,-0.0644
300,2021-02-09,0.0000,-0.0014,0.09,128748055,-0.0413
310,2021-02-19,-0.0028,-0.0087,0.19,127480126,-0.2053
320,2021-03-01,-0.0052,-0.0139,0.04,115600382,-0.3129
330,2021-03-11,0.0000,-0.0009,0.17,116132423,-0.0282
340,2021-03-21,0.0000,-0.0006,0.16,124293961,-0.0190
350,2021-03-31,0.0000,-0.0010,0.11,122557467,-0.0287
360,2021-04-10,-0.0080,-0.0054,0.08,113001409,-0.0030
370,2021-04-20,-0.0125,-0.0086,0.13,108740992,-0.0070
380,2021-04-30,-0.0261,-0.0220,0.09,108832333,-0.1373
390,2021-05-10,0.0251,0.0211,0.04,110797043,0.1295
400,2021-05-20,0.0000,-0.0007,0.06,103384381,-0.0204
410,2021-05-30,-0.0070,-0.0014,0.05,105646699,0.0967
420,2021-06-09,0.0000,-0.0009,0.03,108404454,-0.0269
430,2021-06-19,-0.0085,0.0001,0.07,109728146,0.1723
440,2021-06-29,0.0051,0.0025,0.13,119964633,-0.0265
450,2021-07-09,-0.0217,-0.0171,0.07,115261190,-0.0776
460,2021-07-19,0.0000,-0.0008,0.19,118202316,-0.0235
470,2021-07-29,0.0000,-0.0012,0.22,113337802,-0.0367
480,2021-08-08,0.0162,0.0145,0.12,116373549,0.1102
490,2021-08-18,0.0000,-0.0012,0.23,124044467,-0.0355
500,2021-08-28,-0.0404,-0.0396,0.04,124884513,-0.3800
510,2021-09-07,0.0201,0.0184,0.07,116518151,0.1504
520,2021-09-17,-0.0334,-0.0183,0.23,108658025,0.1184
530,2021-09-27,-0.0053,-0.0052,0.30,105173725,-0.0488
540,2021-10-07,0.0000,-0.0014,0.04,107374165,-0.0410
550,2021-10-17,0.0216,0.0183,0.20,101924531,0.1192
560,2021-10-27,0.0000,-0.0011,0.12,99753654,-0.0344
570,2021-11-06,-0.0118,-0.0088,0.19,105636537,-0.0289
580,2021-11-16,0.0014,-0.0003,0.04,102274113,-0.0380
590,2021-11-26,-0.0338,-0.0309,0.11,97629597,-0.2522
600,2021-12-06,0.0017,0.0015,0.08,96431053,0.0113
610,2021-12-16,0.0000,-0.0006,0.21,90621759,-0.0180
620,2021-12-26,-0.0003,-0.0043,0.16,99556597,-0.1237
630,2022-01-05,0.0000,-0.0009,0.06,96353807,-0.0278
640,2022-01-15,0.0072,0.0041,0.09,94432057,-0.0233
650,2022-01-25,0.0175,0.0093,0.31,90303455,-0.0691
660,2022-02-04,0.0087,0.0073,0.19,97275318,0.0462
670,2022-02-14,0.0000,-0.0011,0.09,95026187,-0.0320
680,2022-02-24,0.0000,-0.0010,0.16,97798350,-0.0288
690,2022-03-06,-0.0120,-0.0208,0.04,97185749,-0.3834
700,2022-03-16,0.0000,-0.0011,0.17,97383548,-0.0333
710,2022-03-26,0.0161,0.0122,0.12,103411063,0.0431
720,2022-04-05,-0.0322,-0.0293,0.21,103485658,-0.2345
730,2022-04-15,-0.0034,-0.0036,0.32,101199267,-0.0406
740,2022-04-25,0.0124,0.0088,0.05,102255638,0.0168
750,2022-05-05,0.0000,-0.0010,0.19,101768861,-0.0311
760,2022-05-15,0.0058,0.0047,0.09,102585992,0.0273
770,2022-05-25,0.0000,-0.0007,0.17,97902039,-0.0201
780,2022-06-04,0.0000,-0.0011,0.12,93961079,-0.0340
790,2022-06-14,-0.0034,-0.0050,0.14,91857047,-0.0834
800,2022-06-24,-0.0085,-0.0097,0.23,88804943,-0.1191
810,2022-07-04,0.0034,0.0040,0.04,86187888,0.0513
820,2022-07-14,0.0000,-0.0014,0.06,83869754,-0.0407
830,2022-07-24,-0.0221,-0.0146,0.20,81196668,0.0033
840,2022-08-03,0.0000,-0.0007,0.21,81296630,-0.0206
850,2022-08-13,-0.0071,-0.0102,0.15,84765919,-0.1629
860,2022-08-23,0.0137,0.0079,0.06,85459942,-0.0362
870,2022-09-02,-0.0300,-0.0315,0.04,79268050,-0.3463
880,2022-09-12,0.0116,0.0080,0.37,76758334,0.0082
890,2022-09-22,0.0000,-0.0014,0.05,73643594,-0.0422
900,2022-10-02,-0.0071,-0.0057,0.08,71754001,-0.0287
910,2022-10-12,0.0000,-0.0009,0.28,72293154,-0.0283
920,2022-10-22,-0.0047,-0.0029,0.14,70012671,0.0061
930,2022-11-01,0.0067,-0.0005,0.05,68989813,-0.1490
940,2022-11-11,-0.0095,0.0011,0.23,76620017,0.2227
950,2022-11-21,0.0068,0.0052,0.28,75325179,0.0190
960,2022-12-01,0.0000,-0.0007,0.17,75014805,-0.0211
970,2022-12-11,0.0309,0.0274,0.13,76788029,0.2021
980,2022-12-21,0.0000,-0.0013,0.11,79373835,-0.0398
990,2022-12-31,0.0017,0.0027,0.26,83601628,0.0477
1000,2023-01-10,-0.0281,-0.0210,0.21,89026619,-0.0673
1010,2023-01-20,-0.0314,-0.0334,0.08,89826865,-0.3743
1020,2023-01-30,0.0131,0.0118,0.19,84940019,0.0916
1030,2023-02-09,0.0000,-0.0009,0.25,84950020,-0.0270
1040,2023-02-19,0.0432,0.0247,0.23,86521356,-0.1220
1050,2023-03-01,0.0000,-0.0012,0.06,96790645,-0.0346
1060,2023-03-11,-0.0177,-0.0123,0.30,96412512,-0.0151
1070,2023-03-21,0.0000,-0.0013,0.13,104289378,-0.0376
1080,2023-03-31,0.0000,-0.0012,0.04,107836552,-0.0360
1090,2023-04-10,0.0145,0.0110,0.19,106774986,0.0405
1100,2023-04-20,0.0000,-0.0007,0.09,109836934,-0.0220
1110,2023-04-30,0.0077,0.0089,0.09,114305012,0.1131
1120,2023-05-10,0.0000,-0.0010,0.04,107344495,-0.0301
1130,2023-05-20,0.0251,0.0296,0.08,111299674,0.3867
1140,2023-05-30,-0.0054,-0.0073,0.07,107597456,-0.1100
1150,2023-06-09,-0.0443,-0.0360,0.19,103351177,-0.1940
1160,2023-06-19,0.0107,0.0090,0.10,102292677,0.0546
1170,2023-06-29,0.0000,-0.0013,0.12,96101472,-0.0377
1180,2023-07-09,-0.0156,-0.0165,0.09,94126904,-0.1840
1190,2023-07-19,0.0000,-0.0010,0.11,86682609,-0.0293
1200,2023-07-29,-0.0251,-0.0245,0.10,81806889,-0.2341
1210,2023-08-08,-0.0047,-0.0054,0.17,86367209,-0.0671
1220,2023-08-18,-0.0153,-0.0153,0.06,81471570,-0.1523
1230,2023-08-28,0.0053,0.0013,0.29,88735304,-0.0690
1240,2023-09-07,0.0000,-0.0011,0.04,92422924,-0.0325
1250,2023-09-17,-0.0069,-0.0065,0.05,91165691,-0.0575
1260,2023-09-27,0.0000,-0.0014,0.14,88364394,-0.0407
1270,2023-10-07,-0.0311,-0.0288,0.17,81496817,-0.2412
1280,2023-10-17,-0.0004,-0.0018,0.25,82058619,-0.0460
1290,2023-10-27,-0.0435,-0.0387,0.09,78397671,-0.2926
1300,2023-11-06,0.0191,0.0159,0.07,83871327,0.0946
1310,2023-11-16,0.0000,-0.0016,0.04,80779373,-0.0465
1320,2023-11-26,-0.0067,-0.0047,0.18,78920485,-0.0062
1330,2023-12-06,0.0000,-0.0008,0.15,83816291,-0.0244
1340,2023-12-16,0.0000,-0.0014,0.20,81679655,-0.0416
1350,2023-12-26,0.0031,0.0016,0.20,81644139,-0.0144
1360,2024-01-05,0.0040,-0.0037,0.34,79183118,-0.1911
1370,2024-01-15,-0.0024,-0.0010,0.17,80589945,0.0193
1380,2024-01-25,0.0000,-0.0013,0.09,76615223,-0.0380
1390,2024-02-04,-0.0033,-0.0071,0.16,73345221,-0.1493
1400,2024-02-14,0.0000,-0.0008,0.19,72545074,-0.0254
1410,2024-02-24,0.0000,-0.0014,0.06,70676739,-0.0424
1420,2024-03-05,-0.0004,-0.0008,0.04,76517696,-0.0145
1430,2024-03-15,0.0082,0.0064,0.12,76908300,0.0294
1440,2024-03-25,-0.0041,-0.0046,0.08,81121602,-0.0545
1450,2024-04-04,0.0000,-0.0007,0.08,79101563,-0.0218
1460,2024-04-14,0.0113,0.0084,0.07,76057294,0.0277
1470,2024-04-24,0.0000,-0.0011,0.05,79517602,-0.0329
1480,2024-05-04,-0.0125,-0.0118,0.04,75612403,-0.1029
1490,2024-05-14,0.0139,0.0108,0.15,71260884,0.0467
1500,2024-05-24,-0.0146,-0.0115,0.16,67777527,-0.0518
1510,2024-06-03,0.0000,-0.0014,0.03,69024294,-0.0434
1520,2024-06-13,0.0000,-0.0008,0.19,69863567,-0.0232
1530,2024-06-23,0.0144,0.0115,0.10,68157900,0.0565
1540,2024-07-03,0.0000,-0.0013,0.04,69269377,-0.0377
1550,2024-07-13,0.0041,0.0041,0.18,70231594,0.0418
1560,2024-07-23,-0.0050,-0.0060,0.18,66577233,-0.0783
1570,2024-08-02,-0.0619,-0.0516,0.15,59442561,-0.3102
1580,2024-08-12,-0.0026,-0.0029,0.18,58657187,-0.0353
1590,2024-08-22,0.0000,-0.0009,0.15,60514521,-0.0262
1600,2024-09-01,0.0000,-0.0009,0.05,62387135,-0.0264
1610,2024-09-11,0.0000,-0.0011,0.05,60096989,-0.0331
1620,2024-09-21,-0.0035,-0.0069,0.16,59785865,-0.1374
1630,2024-10-01,-0.0063,-0.0066,0.20,59954873,-0.0717
1640,2024-10-11,0.0154,0.0117,0.14,59455101,0.0421
1650,2024-10-21,-0.0179,-0.0173,0.32,52511469,-0.1608
1660,2024-10-31,0.0000,-0.0011,0.07,55112692,-0.0323
1670,2024-11-10,0.0214,0.0181,0.13,56399633,0.1148
1680,2024-11-20,0.0000,-0.0006,0.06,60191058,-0.0193
1690,2024-11-30,0.0041,0.0025,0.12,64041085,-0.0066
1700,2024-12-10,0.0387,0.0299,0.15,67975727,0.1225
1710,2024-12-20,0.0148,0.0114,0.08,72485495,0.0477
1720,2024-12-30,0.0135,0.0062,0.21,71302171,-0.0826
1730,2025-01-09,0.0000,-0.0013,0.06,72414094,-0.0384
1740,2025-01-19,-0.0274,-0.0243,0.18,66161806,-0.1809
1750,2025-01-29,0.0000,-0.0014,0.17,66728513,-0.0419
1760,2025-02-08,-0.0084,-0.0100,0.04,66475620,-0.1329
1770,2025-02-18,-0.0008,-0.0010,0.21,64237787,-0.0133
1780,2025-02-28,0.0093,0.0041,0.09,68572165,-0.0623
1790,2025-03-10,-0.0208,-0.0198,0.05,66494357,-0.1796
1800,2025-03-20,0.0000,-0.0010,0.29,67009934,-0.0307
1810,2025-03-30,0.0000,-0.0007,0.17,69341374,-0.0210
1820,2025-04-09,0.0000,-0.0009,0.09,68456975,-0.0280
1830,2025-04-19,0.0203,0.0141,0.16,73686645,0.0160
1840,2025-04-29,0.0179,0.0133,0.13,77944345,0.0420
1850,2025-05-09,-0.0218,-0.0214,0.05,75949317,-0.2057
1860,2025-05-19,-0.0236,-0.0232,0.07,74027707,-0.2235
1870,2025-05-29,0.0000,-0.0013,0.27,72357584,-0.0391
1880,2025-06-08,-0.0243,-0.0250,0.08,67162606,-0.2655
1890,2025-06-18,0.0000,-0.0011,0.05,67036114,-0.0329
1900,2025-06-28,-0.0250,-0.0262,0.05,63497331,-0.2872
1910,2025-07-08,0.0033,-0.0003,0.17,59258286,-0.0763
1920,2025-07-18,0.0020,0.0005,0.20,61673273,-0.0247
1930,2025-07-28,-0.0129,-0.0140,0.03,59498183,-0.1624
1940,2025-08-07,0.0000,-0.0009,0.05,53263576,-0.0270
1950,2025-08-17,-0.0000,0.0018,0.17,51483804,0.0532
1960,2025-08-27,0.0000,-0.0006,0.25,48376105,-0.0185
1970,2025-09-06,0.0330,0.0276,0.07,52424217,0.1674
1980,2025-09-16,-0.0214,-0.0193,0.10,52374898,-0.1514
1990,2025-09-26,0.0189,0.0148,0.16,51793374,0.0654
2000,2025-10-06,0.0332,0.0300,0.05,58679987,0.2368
2010,2025-10-16,0.0000,-0.0017,0.03,59440768,-0.0506
2020,2025-10-26,0.0232,0.0196,0.19,61660781,0.1231
2030,2025-11-05,0.0000,-0.0010,0.08,63919568,-0.0294
2040,2025-11-15,0.0242,0.0184,0.17,62253365,0.0683
2050,2025-11-25,-0.0161,-0.0178,0.10,63683952,-0.2125
2060,2025-12-05,0.0227,0.0211,0.05,65623278,0.1777
2070,2025-12-15,-0.0182,-0.0170,0.10,70947878,-0.1458
2080,2025-12-25,0.0000,-0.0014,0.05,76247815,-0.0412
2090,2026-01-04,0.0233,0.0213,0.10,77165498,0.1739
2100,2026-01-14,0.0000,-0.0012,0.26,77880533,-0.0373
2110,2026-01-24,-0.0293,-0.0229,0.24,74230076,-0.1027
2120,2026-02-03,0.0000,-0.0009,0.22,69146084,-0.0275
2130,2026-02-13,-0.0305,-0.0208,0.07,67767512,-0.0160
30,2020-05-15,-0.0298,-0.0270,0.12,97302601,-0.2126
40,2020-05-25,-0.0442,-0.0444,0.21,88356731,-0.4470
50,2020-06-04,0.0000,-0.0003,0.05,101125503,-0.0102
60,2020-06-14,-0.0077,-0.0067,0.06,123475964,-0.0484
70,2020-06-24,0.0000,-0.0012,0.03,144705332,-0.0347
80,2020-07-04,0.0392,0.0172,0.25,170143635,-0.2688
90,2020-07-14,-0.0103,-0.0088,0.20,195986057,-0.0558
100,2020-07-24,0.0179,0.0150,0.05,211647446,0.0916
110,2020-08-03,-0.0108,-0.0090,0.23,212009790,-0.0532
120,2020-08-13,0.0000,-0.0009,0.19,201049555,-0.0281
130,2020-08-23,-0.0121,-0.0096,0.03,168427799,-0.0471
140,2020-09-02,0.0000,-0.0009,0.02,171101876,-0.0273
150,2020-09-12,0.0099,0.0094,0.11,167008939,0.0828
160,2020-09-22,-0.0064,-0.0058,0.02,160151071,-0.0450
170,2020-10-02,0.0210,0.0200,0.09,148276084,0.1796
180,2020-10-12,0.0028,-0.0006,0.12,162863502,-0.0729
190,2020-10-22,0.0000,-0.0013,0.09,143828827,-0.0403
200,2020-11-01,0.0045,-0.0014,0.03,128570921,-0.1324
210,2020-11-11,0.0000,-0.0013,0.20,128236665,-0.0389
220,2020-11-21,0.0257,0.0202,0.31,148923034,0.0904
230,2020-12-01,-0.0262,-0.0247,0.12,155955812,-0.2176
240,2020-12-11,-0.0152,-0.0019,0.15,153767268,0.2468
250,2020-12-21,0.0313,0.0355,0.09,140504224,0.4378
260,2020-12-31,0.0000,-0.0010,0.10,127990793,-0.0302
270,2021-01-10,-0.0246,-0.0302,0.11,112128450,-0.4133
280,2021-01-20,0.0000,-0.0010,0.12,100643795,-0.0314
290,2021-01-30,0.0006,0.0064,0.23,113056519,0.1822
300,2021-02-09,0.0000,-0.0010,0.34,110124636,-0.0299
310,2021-02-19,-0.0028,-0.0037,0.24,109506726,-0.0552
320,2021-03-01,-0.0052,-0.0090,0.04,99871337,-0.1659
330,2021-03-11,0.0000,-0.0011,0.10,99877164,-0.0326
340,2021-03-21,0.0000,-0.0009,0.12,106902989,-0.0269
350,2021-03-31,0.0000,-0.0008,0.05,104174617,-0.0236
360,2021-04-10,-0.0080,-0.0107,0.12,95393089,-0.1608
370,2021-04-20,-0.0125,-0.0095,0.15,91577430,-0.0355
380,2021-04-30,-0.0261,-0.0257,0.11,88748121,-0.2495
390,2021-05-10,0.0251,0.0206,0.10,90356976,0.1154
400,2021-05-20,0.0000,-0.0013,0.05,86175477,-0.0391
410,2021-05-30,-0.0070,-0.0026,0.03,83659045,0.0607
420,2021-06-09,0.0000,-0.0015,0.05,84880630,-0.0453
430,2021-06-19,-0.0085,-0.0233,0.04,86390628,-0.5272
440,2021-06-29,0.0051,0.0004,0.05,94624975,-0.0881
450,2021-07-09,-0.0217,-0.0245,0.15,90591941,-0.3006
460,2021-07-19,0.0000,-0.0011,0.11,91024797,-0.0336
470,2021-07-29,0.0000,-0.0017,0.20,86816044,-0.0514
480,2021-08-08,0.0162,0.0097,0.37,91214298,-0.0343
490,2021-08-18,0.0000,-0.0013,0.07,94731201,-0.0387
500,2021-08-28,-0.0404,-0.0320,0.32,96822917,-0.1511
510,2021-09-07,0.0201,0.0148,0.17,89420177,0.0431
520,2021-09-17,-0.0334,-0.0251,0.24,83661080,-0.0831
530,2021-09-27,-0.0053,-0.0041,0.07,81264243,-0.0179
540,2021-10-07,0.0000,-0.0009,0.04,84055344,-0.0270
550,2021-10-17,0.0216,0.0167,0.18,78060292,0.0689
560,2021-10-27,0.0000,-0.0014,0.06,74936664,-0.0415
570,2021-11-06,-0.0118,-0.0108,0.04,78328197,-0.0878
580,2021-11-16,0.0014,0.0012,0.03,74965491,0.0088
590,2021-11-26,-0.0338,-0.0274,0.10,71263127,-0.1470
600,2021-12-06,0.0017,0.0029,0.10,69585812,0.0528
610,2021-12-16,0.0000,-0.0012,0.26,65563160,-0.0371
620,2021-12-26,-0.0003,0.0016,0.16,72891326,0.0541
630,2022-01-05,0.0000,-0.0008,0.03,70253919,-0.0255
640,2022-01-15,0.0072,0.0049,0.10,68723227,0.0016
650,2022-01-25,0.0175,0.0152,0.25,65786054,0.1078
660,2022-02-04,0.0087,0.0174,0.11,72412330,0.3474
670,2022-02-14,0.0000,-0.0007,0.08,71439636,-0.0199
680,2022-02-24,0.0000,-0.0007,0.14,75137317,-0.0198
690,2022-03-06,-0.0120,-0.0065,0.04,75611173,0.0452
700,2022-03-16,0.0000,-0.0013,0.28,75336162,-0.0395
710,2022-03-26,0.0161,0.0110,0.20,79926794,0.0071
720,2022-04-05,-0.0322,-0.0282,0.06,83831391,-0.2005
730,2022-04-15,-0.0034,-0.0050,0.23,80661269,-0.0838
740,2022-04-25,0.0124,0.0091,0.09,83205490,0.0263
750,2022-05-05,0.0000,-0.0007,0.20,82717455,-0.0204
760,2022-05-15,0.0058,-0.0004,0.08,80441372,-0.1264
770,2022-05-25,0.0000,-0.0011,0.07,78731878,-0.0324
780,2022-06-04,0.0000,-0.0008,0.19,75272568,-0.0237
790,2022-06-14,-0.0034,-0.0048,0.09,74046522,-0.0767
800,2022-06-24,-0.0085,-0.0094,0.20,71903816,-0.1105
810,2022-07-04,0.0034,0.0037,0.07,68870653,0.0428
820,2022-07-14,0.0000,-0.0009,0.20,66459802,-0.0282
