Step,Date,Market_Return,Agent_Return,Cash_Ratio,Total_Value,Reward
1180,2023-07-09,-0.0156,-0.0161,0.19,62962945,-0.1711
1190,2023-07-19,0.0000,-0.0009,0.07,58009067,-0.0257
1200,2023-07-29,-0.0251,-0.0258,0.10,54804687,-0.2721
1210,2023-08-08,-0.0047,-0.0045,0.19,57655148,-0.0402
1220,2023-08-18,-0.0153,-0.0225,0.03,53602582,-0.3690
1230,2023-08-28,0.0053,0.0009,0.03,58421040,-0.0799
1240,2023-09-07,0.0000,-0.0018,0.05,60581646,-0.0527
1250,2023-09-17,-0.0069,-0.0078,0.06,59533719,-0.0954
1260,2023-09-27,0.0000,-0.0011,0.05,57512171,-0.0342
1270,2023-10-07,-0.0311,-0.0338,0.09,53249493,-0.3919
1280,2023-10-17,-0.0004,-0.0049,0.11,53596876,-0.1400
1290,2023-10-27,-0.0435,-0.0376,0.15,50976525,-0.2578
1300,2023-11-06,0.0191,0.0151,0.17,54895447,0.0718
1310,2023-11-16,0.0000,-0.0012,0.04,53461021,-0.0367
1320,2023-11-26,-0.0067,-0.0063,0.16,52186408,-0.0548
1330,2023-12-06,0.0000,-0.0011,0.12,55100960,-0.0330
1340,2023-12-16,0.0000,-0.0012,0.11,54096141,-0.0354
1350,2023-12-26,0.0031,0.0023,0.04,54541002,0.0079
1360,2024-01-05,0.0040,-0.0033,0.04,53257719,-0.1769
1370,2024-01-15,-0.0024,-0.0030,0.09,54003063,-0.0419
1380,2024-01-25,0.0000,-0.0012,0.04,52367795,-0.0357
1390,2024-02-04,-0.0033,-0.0029,0.25,50214724,-0.0216
1400,2024-02-14,0.0000,-0.0008,0.05,49347262,-0.0249
1410,2024-02-24,0.0000,-0.0011,0.03,48109752,-0.0318
1420,2024-03-05,-0.0004,-0.0024,0.16,51189928,-0.0620
1430,2024-03-15,0.0082,0.0033,0.17,51122837,-0.0653
1440,2024-03-25,-0.0041,-0.0063,0.25,54056342,-0.1063
1450,2024-04-04,0.0000,-0.0011,0.10,52574929,-0.0336
1460,2024-04-14,0.0113,0.0082,0.10,50930219,0.0216
1470,2024-04-24,0.0000,-0.0011,0.09,53431789,-0.0337
1480,2024-05-04,-0.0125,-0.0146,0.07,50777835,-0.1863
1490,2024-05-14,0.0139,0.0091,0.24,48687194,-0.0054
1500,2024-05-24,-0.0146,-0.0138,0.18,46348342,-0.1231
1510,2024-06-03,0.0000,-0.0013,0.19,46805688,-0.0389
1520,2024-06-13,0.0000,-0.0015,0.12,47145044,-0.0458
1530,2024-06-23,0.0144,0.0147,0.16,46691115,0.1525
1540,2024-07-03,0.0000,-0.0013,0.07,47197987,-0.0375
1550,2024-07-13,0.0041,0.0014,0.09,48256141,-0.0412
1560,2024-07-23,-0.0050,-0.0056,0.04,45546755,-0.0676
1570,2024-08-02,-0.0619,-0.0566,0.06,40423656,-0.4612
1580,2024-08-12,-0.0026,-0.0023,0.08,39790325,-0.0162
1590,2024-08-22,0.0000,-0.0012,0.04,41166188,-0.0362
1600,2024-09-01,0.0000,-0.0009,0.06,42261211,-0.0281
1610,2024-09-11,0.0000,-0.0011,0.20,40756202,-0.0342
1620,2024-09-21,-0.0035,-0.0068,0.05,40273784,-0.1343
1630,2024-10-01,-0.0063,-0.0062,0.14,40236239,-0.0593
1640,2024-10-11,0.0154,0.0080,0.20,39775775,-0.0701
1650,2024-10-21,-0.0179,-0.0206,0.21,34703128,-0.2592
1660,2024-10-31,0.0000,-0.0012,0.23,36533884,-0.0359
1670,2024-11-10,0.0214,0.0164,0.12,37250895,0.0656
1680,2024-11-20,0.0000,-0.0011,0.16,40257023,-0.0315
1690,2024-11-30,0.0041,-0.0008,0.03,42090979,-0.1063
1700,2024-12-10,0.0387,0.0352,0.08,45432171,0.2802
1710,2024-12-20,0.0148,0.0112,0.22,48440254,0.0397
1720,2024-12-30,0.0135,0.0052,0.06,47604341,-0.1132
1730,2025-01-09,0.0000,-0.0012,0.04,48897847,-0.0365
1740,2025-01-19,-0.0274,-0.0248,0.06,45128284,-0.1959
1750,2025-01-29,0.0000,-0.0011,0.22,45168189,-0.0326
1760,2025-02-08,-0.0084,-0.0011,0.08,44782610,0.1341
1770,2025-02-18,-0.0008,-0.0009,0.07,42994768,-0.0108
1780,2025-02-28,0.0093,0.0094,0.28,46059460,0.0967
1790,2025-03-10,-0.0208,-0.0199,0.08,44262872,-0.1818
1800,2025-03-20,0.0000,-0.0011,0.15,44803927,-0.0323
1810,2025-03-30,0.0000,-0.0012,0.03,46791265,-0.0366
1820,2025-04-09,0.0000,-0.0012,0.09,46328029,-0.0372
1830,2025-04-19,0.0203,0.0100,0.28,50510299,-0.1060
1840,2025-04-29,0.0179,0.0200,0.06,54631547,0.2440
1850,2025-05-09,-0.0218,-0.0217,0.07,52780640,-0.2164
1860,2025-05-19,-0.0236,-0.0238,0.06,51376743,-0.2407
1870,2025-05-29,0.0000,-0.0007,0.25,49962068,-0.0212
1880,2025-06-08,-0.0243,-0.0202,0.23,46055249,-0.1193
1890,2025-06-18,0.0000,-0.0015,0.12,45344906,-0.0456
1900,2025-06-28,-0.0250,-0.0237,0.03,43008532,-0.2129
1910,2025-07-08,0.0033,0.0027,0.24,40697731,0.0148
1920,2025-07-18,0.0020,0.0000,0.31,42297343,-0.0393
1930,2025-07-28,-0.0129,-0.0148,0.12,40734390,-0.1871
1940,2025-08-07,0.0000,-0.0017,0.10,37155062,-0.0514
1950,2025-08-17,-0.0000,0.0047,0.04,36040044,0.1415
1960,2025-08-27,0.0000,-0.0014,0.28,33995217,-0.0426
1970,2025-09-06,0.0330,0.0262,0.07,36719808,0.1254
1980,2025-09-16,-0.0214,-0.0193,0.15,36720989,-0.1525
1990,2025-09-26,0.0189,0.0119,0.26,36729379,-0.0204
2000,2025-10-06,0.0332,0.0251,0.19,42037751,0.0901
2010,2025-10-16,0.0000,-0.0008,0.11,42633674,-0.0241
2020,2025-10-26,0.0232,0.0185,0.10,44729380,0.0901
2030,2025-11-05,0.0000,-0.0010,0.17,46013822,-0.0312
2040,2025-11-15,0.0242,0.0213,0.06,44897131,0.1526
2050,2025-11-25,-0.0161,-0.0112,0.06,45563201,-0.0153
2060,2025-12-05,0.0227,0.0171,0.23,47083369,0.0585
2070,2025-12-15,-0.0182,-0.0159,0.10,50320002,-0.1134
2080,2025-12-25,0.0000,-0.0015,0.25,53049844,-0.0454
2090,2026-01-04,0.0233,0.0174,0.11,53089735,0.0544
2100,2026-01-14,0.0000,-0.0004,0.04,53346997,-0.0129
2110,2026-01-24,-0.0293,-0.0265,0.13,50607347,-0.2107
2120,2026-02-03,0.0000,-0.0011,0.05,47922947,-0.0322
2130,2026-02-13,-0.0305,-0.0318,0.08,45734358,-0.3454
30,2020-05-15,-0.0298,-0.0316,0.04,96836006,-0.3526
40,2020-05-25,-0.0442,-0.0532,0.03,88027571,-0.7126
50,2020-06-04,0.0000,-0.0006,0.09,101042713,-0.0174
60,2020-06-14,-0.0077,-0.0157,0.09,125397184,-0.3181
70,2020-06-24,0.0000,-0.0009,0.09,151586526,-0.0257
80,2020-07-04,0.0392,0.0230,0.13,178437645,-0.0960
90,2020-07-14,-0.0103,-0.0092,0.24,204508194,-0.0691
100,2020-07-24,0.0179,0.0030,0.04,208559179,-0.2664
110,2020-08-03,-0.0108,-0.0222,0.03,195363470,-0.4508
120,2020-08-13,0.0000,-0.0012,0.30,180245895,-0.0359
130,2020-08-23,-0.0121,-0.0019,0.05,162790792,0.1829
140,2020-09-02,0.0000,-0.0011,0.16,163060128,-0.0316
150,2020-09-12,0.0099,0.0061,0.18,159254347,-0.0162
160,2020-09-22,-0.0064,-0.0033,0.05,156732645,0.0291
170,2020-10-02,0.0210,0.0159,0.14,148199024,0.0562
180,2020-10-12,0.0028,0.0007,0.29,156554988,-0.0336
190,2020-10-22,0.0000,-0.0012,0.06,138391418,-0.0374
200,2020-11-01,0.0045,0.0021,0.16,128115861,-0.0263
210,2020-11-11,0.0000,-0.0009,0.09,125062083,-0.0265
220,2020-11-21,0.0257,0.0162,0.06,138539577,-0.0280
230,2020-12-01,-0.0262,-0.0211,0.16,147325066,-0.1076
240,2020-12-11,-0.0152,-0.0188,0.04,145029684,-0.2598
250,2020-12-21,0.0313,0.0289,0.10,133038337,0.2405
260,2020-12-31,0.0000,-0.0009,0.03,120933461,-0.0278
270,2021-01-10,-0.0246,-0.0164,0.26,107669414,-0.0007
280,2021-01-20,0.0000,-0.0009,0.10,99892874,-0.0274
290,2021-01-30,0.0006,-0.0068,0.26,109710292,-0.2151
300,2021-02-09,0.0000,-0.0012,0.24,107597914,-0.0361
310,2021-02-19,-0.0028,0.0055,0.08,107718444,0.2204
320,2021-03-01,-0.0052,-0.0024,0.21,100362805,0.0315
330,2021-03-11,0.0000,-0.0009,0.05,100508572,-0.0284
340,2021-03-21,0.0000,-0.0012,0.20,107624218,-0.0345
350,2021-03-31,0.0000,-0.0010,0.09,104626052,-0.0314
360,2021-04-10,-0.0080,-0.0062,0.21,96101999,-0.0264
370,2021-04-20,-0.0125,-0.0098,0.22,94006909,-0.0425
380,2021-04-30,-0.0261,-0.0244,0.18,92640150,-0.2089
390,2021-05-10,0.0251,0.0248,0.10,95772703,0.2397
400,2021-05-20,0.0000,-0.0015,0.04,90352302,-0.0442
410,2021-05-30,-0.0070,-0.0055,0.16,85079332,-0.0249
420,2021-06-09,0.0000,-0.0010,0.08,85670515,-0.0307
430,2021-06-19,-0.0085,-0.0113,0.14,87583121,-0.1678
440,2021-06-29,0.0051,0.0055,0.08,94728640,0.0624
450,2021-07-09,-0.0217,-0.0204,0.05,91324325,-0.1774
460,2021-07-19,0.0000,-0.0018,0.22,92758477,-0.0544
470,2021-07-29,0.0000,-0.0012,0.13,89002962,-0.0350
480,2021-08-08,0.0162,0.0178,0.06,93823074,0.2113
490,2021-08-18,0.0000,-0.0008,0.09,98364141,-0.0232
500,2021-08-28,-0.0404,-0.0367,0.16,99088501,-0.2917
510,2021-09-07,0.0201,0.0144,0.17,90270638,0.0290
520,2021-09-17,-0.0334,-0.0401,0.07,83222942,-0.5339
530,2021-09-27,-0.0053,-0.0048,0.03,80536846,-0.0367
540,2021-10-07,0.0000,-0.0008,0.04,83864555,-0.0234
550,2021-10-17,0.0216,0.0172,0.17,78318503,0.0854
560,2021-10-27,0.0000,-0.0011,0.12,74907160,-0.0330
570,2021-11-06,-0.0118,-0.0102,0.10,77369236,-0.0682
580,2021-11-16,0.0014,0.0019,0.09,75211806,0.0289
590,2021-11-26,-0.0338,-0.0370,0.06,71963781,-0.4353
600,2021-12-06,0.0017,-0.0002,0.08,70466364,-0.0385
610,2021-12-16,0.0000,-0.0007,0.24,66142718,-0.0215
620,2021-12-26,-0.0003,-0.0032,0.04,70413223,-0.0891
630,2022-01-05,0.0000,-0.0009,0.04,68265583,-0.0260
640,2022-01-15,0.0072,0.0051,0.11,67156774,0.0066
650,2022-01-25,0.0175,0.0103,0.27,64088736,-0.0414
660,2022-02-04,0.0087,0.0081,0.12,70870600,0.0687
670,2022-02-14,0.0000,-0.0012,0.21,68230136,-0.0371
680,2022-02-24,0.0000,-0.0011,0.05,69637020,-0.0329
690,2022-03-06,-0.0120,-0.0022,0.05,70035569,0.1743
700,2022-03-16,0.0000,-0.0014,0.22,68805268,-0.0430
710,2022-03-26,0.0161,0.0130,0.12,72859698,0.0685
720,2022-04-05,-0.0322,-0.0315,0.18,73579995,-0.2996
730,2022-04-15,-0.0034,-0.0047,0.09,71996558,-0.0749
740,2022-04-25,0.0124,0.0132,0.09,73424635,0.1466
750,2022-05-05,0.0000,-0.0009,0.07,73790716,-0.0269
760,2022-05-15,0.0058,0.0029,0.03,73859311,-0.0267
770,2022-05-25,0.0000,-0.0009,0.14,71318824,-0.0267
780,2022-06-04,0.0000,-0.0014,0.07,69416335,-0.0433
790,2022-06-14,-0.0034,-0.0014,0.04,68684102,0.0262
800,2022-06-24,-0.0085,-0.0042,0.09,67015103,0.0458
810,2022-07-04,0.0034,0.0043,0.09,63942089,0.0590
820,2022-07-14,0.0000,-0.0009,0.03,61762365,-0.0265
830,2022-07-24,-0.0221,-0.0224,0.10,59073344,-0.2289
840,2022-08-03,0.0000,-0.0009,0.13,59326515,-0.0284
850,2022-08-13,-0.0071,-0.0110,0.03,62103501,-0.1868
860,2022-08-23,0.0137,0.0063,0.22,61859086,-0.0862
870,2022-09-02,-0.0300,-0.0348,0.10,57357777,-0.4439
880,2022-09-12,0.0116,0.0063,0.09,55508480,-0.0439
890,2022-09-22,0.0000,-0.0005,0.04,52973752,-0.0155
900,2022-10-02,-0.0071,-0.0062,0.28,50983293,-0.0420
910,2022-10-12,0.0000,-0.0014,0.19,51768175,-0.0406
920,2022-10-22,-0.0047,-0.0027,0.22,50125760,0.0110
930,2022-11-01,0.0067,-0.0004,0.04,49590614,-0.1467
940,2022-11-11,-0.0095,-0.0023,0.23,55316982,0.1208
950,2022-11-21,0.0068,0.0070,0.19,54728191,0.0746
960,2022-12-01,0.0000,-0.0013,0.07,53917893,-0.0388
970,2022-12-11,0.0309,0.0269,0.03,54925386,0.1896
980,2022-12-21,0.0000,-0.0008,0.09,55216288,-0.0250
990,2022-12-31,0.0017,-0.0012,0.24,58607894,-0.0701
1000,2023-01-10,-0.0281,-0.0254,0.20,62003680,-0.2007
1010,2023-01-20,-0.0314,-0.0251,0.08,62199157,-0.1232
1020,2023-01-30,0.0131,0.0143,0.04,58433345,0.1660
1030,2023-02-09,0.0000,-0.0011,0.05,57573140,-0.0321
1040,2023-02-19,0.0432,0.0401,0.13,59111077,0.3388
1050,2023-03-01,0.0000,-0.0008,0.16,66327605,-0.0253
1060,2023-03-11,-0.0177,-0.0136,0.15,65926067,-0.0533
1070,2023-03-21,0.0000,-0.0006,0.10,72421899,-0.0189
1080,2023-03-31,0.0000,-0.0011,0.14,74908301,-0.0321
1090,2023-04-10,0.0145,0.0157,0.12,75922914,0.1794
1100,2023-04-20,0.0000,-0.0006,0.28,78448726,-0.0180
1110,2023-04-30,0.0077,0.0079,0.03,82248584,0.0840
1120,2023-05-10,0.0000,-0.0014,0.15,77840311,-0.0410
1130,2023-05-20,0.0251,0.0248,0.08,79559010,0.2429
1140,2023-05-30,-0.0054,-0.0030,0.21,79340767,0.0188
1150,2023-06-09,-0.0443,-0.0466,0.12,76498330,-0.5105
1160,2023-06-19,0.0107,0.0067,0.04,74308055,-0.0126
1170,2023-06-29,0.0000,-0.0016,0.31,71349822,-0.0477
1180,2023-07-09,-0.0156,-0.0164,0.03,70427909,-0.1802
1190,2023-07-19,0.0000,-0.0009,0.07,65145481,-0.0266
1200,2023-07-29,-0.0251,-0.0218,0.09,62475085,-0.1516
1210,2023-08-08,-0.0047,-0.0036,0.04,65450248,-0.0139
1220,2023-08-18,-0.0153,-0.0155,0.09,61338517,-0.1576
1230,2023-08-28,0.0053,0.0078,0.11,66774532,0.1261
1240,2023-09-07,0.0000,-0.0013,0.07,69200304,-0.0400
1250,2023-09-17,-0.0069,-0.0092,0.05,68356341,-0.1398
1260,2023-09-27,0.0000,-0.0012,0.13,66258596,-0.0354
1270,2023-10-07,-0.0311,-0.0268,0.21,61203061,-0.1808
1280,2023-10-17,-0.0004,-0.0002,0.03,61759253,0.0008
1290,2023-10-27,-0.0435,-0.0284,0.40,59465557,0.0164
1300,2023-11-06,0.0191,0.0153,0.04,63508268,0.0760
1310,2023-11-16,0.0000,-0.0015,0.06,61814744,-0.0437
1320,2023-11-26,-0.0067,-0.0072,0.25,59819718,-0.0812
1330,2023-12-06,0.0000,-0.0007,0.23,63753043,-0.0225
1340,2023-12-16,0.0000,-0.0014,0.08,62360288,-0.0421
1350,2023-12-26,0.0031,0.0004,0.09,62519731,-0.0510
1360,2024-01-05,0.0040,0.0070,0.05,61492501,0.1308
1370,2024-01-15,-0.0024,-0.0036,0.20,62265356,-0.0613
1380,2024-01-25,0.0000,-0.0009,0.04,60200093,-0.0265
1390,2024-02-04,-0.0033,-0.0011,0.05,58225428,0.0323
1400,2024-02-14,0.0000,-0.0011,0.28,57193144,-0.0328
1410,2024-02-24,0.0000,-0.0014,0.17,55660223,-0.0426
1420,2024-03-05,-0.0004,-0.0008,0.04,59092837,-0.0153
1430,2024-03-15,0.0082,0.0063,0.04,59481833,0.0249
1440,2024-03-25,-0.0041,-0.0038,0.06,62669770,-0.0323
1450,2024-04-04,0.0000,-0.0014,0.07,60692579,-0.0432
1460,2024-04-14,0.0113,0.0089,0.04,58581731,0.0431
1470,2024-04-24,0.0000,-0.0006,0.23,60781733,-0.0167
1480,2024-05-04,-0.0125,-0.0127,0.09,57480891,-0.1301
1490,2024-05-14,0.0139,0.0091,0.22,53895144,-0.0034
1500,2024-05-24,-0.0146,-0.0162,0.04,51144144,-0.1941
1510,2024-06-03,0.0000,-0.0015,0.06,51930964,-0.0451
1520,2024-06-13,0.0000,-0.0012,0.09,52917344,-0.0362
1530,2024-06-23,0.0144,0.0059,0.19,51680809,-0.1119
1540,2024-07-03,0.0000,-0.0009,0.20,52476294,-0.0278
1550,2024-07-13,0.0041,-0.0005,0.27,52574862,-0.0982
1560,2024-07-23,-0.0050,-0.0064,0.04,50431092,-0.0904
1570,2024-08-02,-0.0619,-0.0597,0.07,43901138,-0.5521
1580,2024-08-12,-0.0026,-0.0059,0.11,43050072,-0.1244
1590,2024-08-22,0.0000,-0.0010,0.04,44702912,-0.0308
1600,2024-09-01,0.0000,-0.0015,0.04,46171049,-0.0451
1610,2024-09-11,0.0000,-0.0009,0.05,44451450,-0.0274
1620,2024-09-21,-0.0035,-0.0021,0.20,44007888,0.0087
1630,2024-10-01,-0.0063,-0.0059,0.04,43788384,-0.0518
1640,2024-10-11,0.0154,0.0127,0.09,43136430,0.0727
1650,2024-10-21,-0.0179,-0.0189,0.04,37698325,-0.2080
1660,2024-10-31,0.0000,-0.0010,0.04,39161790,-0.0300
1670,2024-11-10,0.0214,0.0200,0.05,40336464,0.1717
1680,2024-11-20,0.0000,-0.0010,0.05,43521207,-0.0294
1690,2024-11-30,0.0041,0.0026,0.12,46713374,-0.0048
1700,2024-12-10,0.0387,0.0364,0.03,50412359,0.3177
1710,2024-12-20,0.0148,0.0109,0.12,53982865,0.0329
1720,2024-12-30,0.0135,0.0096,0.19,54593439,0.0199
1730,2025-01-09,0.0000,-0.0011,0.18,55942999,-0.0325
1740,2025-01-19,-0.0274,-0.0243,0.20,50690903,-0.1814
1750,2025-01-29,0.0000,-0.0008,0.05,50673467,-0.0242
1760,2025-02-08,-0.0084,-0.0062,0.07,50874842,-0.0195
1770,2025-02-18,-0.0008,-0.0005,0.28,49377092,0.0011
1780,2025-02-28,0.0093,0.0083,0.17,52260235,0.0636
1790,2025-03-10,-0.0208,-0.0206,0.05,50047108,-0.2024
1800,2025-03-20,0.0000,-0.0008,0.06,50380610,-0.0239
1810,2025-03-30,0.0000,-0.0009,0.04,52936474,-0.0258
1820,2025-04-09,0.0000,-0.0012,0.21,51733532,-0.0361
1830,2025-04-19,0.0203,0.0153,0.06,56675899,0.0527
1840,2025-04-29,0.0179,0.0171,0.13,60535500,0.1559
1850,2025-05-09,-0.0218,-0.0193,0.20,58181866,-0.1444
1860,2025-05-19,-0.0236,-0.0216,0.06,55898933,-0.1753
1870,2025-05-29,0.0000,-0.0010,0.20,54244977,-0.0313
1880,2025-06-08,-0.0243,-0.0221,0.13,50340081,-0.1786
1890,2025-06-18,0.0000,-0.0013,0.17,49734972,-0.0398
1900,2025-06-28,-0.0250,-0.0270,0.06,46734450,-0.3120
1910,2025-07-08,0.0033,-0.0010,0.05,43927063,-0.0950
1920,2025-07-18,0.0020,0.0028,0.03,45641763,0.0434
1930,2025-07-28,-0.0129,-0.0087,0.23,44078433,-0.0040
1940,2025-08-07,0.0000,-0.0011,0.04,40006049,-0.0322
1950,2025-08-17,-0.0000,-0.0018,0.06,38326974,-0.0535
1960,2025-08-27,0.0000,-0.0010,0.19,36396936,-0.0290
1970,2025-09-06,0.0330,0.0331,0.06,39721640,0.3350
1980,2025-09-16,-0.0214,-0.0207,0.08,39437684,-0.1949
1990,2025-09-26,0.0189,0.0142,0.12,39067440,0.0479
2000,2025-10-06,0.0332,0.0294,0.03,44298196,0.2181
2010,2025-10-16,0.0000,-0.0011,0.05,44105837,-0.0334
2020,2025-10-26,0.0232,0.0219,0.09,45728856,0.1946
2030,2025-11-05,0.0000,-0.0010,0.05,46545997,-0.0308
2040,2025-11-15,0.0242,0.0211,0.08,45891730,0.1471
2050,2025-11-25,-0.0161,-0.0174,0.07,46431110,-0.1993
2060,2025-12-05,0.0227,0.0146,0.27,48184271,-0.0153
2070,2025-12-15,-0.0182,-0.0186,0.12,51272515,-0.1942
2080,2025-12-25,0.0000,-0.0009,0.03,54111674,-0.0279
2090,2026-01-04,0.0233,0.0174,0.21,53789379,0.0547
2100,2026-01-14,0.0000,-0.0011,0.17,53404553,-0.0323
2110,2026-01-24,-0.0293,-0.0293,0.03,49519105,-0.2943
2120,2026-02-03,0.0000,-0.0009,0.24,47216615,-0.0278
2130,2026-02-13,-0.0305,-0.0277,0.10,45575572,-0.2227
30,2020-05-15,-0.0298,-0.0190,0.29,98101670,0.0271
40,2020-05-25,-0.0442,-0.0238,0.28,92150345,0.1699
50,2020-06-04,0.0000,-0.0010,0.08,104133769,-0.0288
60,2020-06-14,-0.0077,-0.0001,0.06,126832512,0.1505
70,2020-06-24,0.0000,-0.0012,0.20,151379286,-0.0362
80,2020-07-04,0.0392,0.0432,0.05,183490926,0.5118
90,2020-07-14,-0.0103,-0.0113,0.19,215391005,-0.1312
100,2020-07-24,0.0179,0.0228,0.03,236028487,0.3253
110,2020-08-03,-0.0108,0.0049,0.18,229910542,0.3630
120,2020-08-13,0.0000,-0.0009,0.21,224833009,-0.0265
130,2020-08-23,-0.0121,-0.0229,0.04,194899492,-0.4447
140,2020-09-02,0.0000,-0.0009,0.05,195118916,-0.0262
150,2020-09-12,0.0099,0.0054,0.16,188762309,-0.0352
160,2020-09-22,-0.0064,-0.0071,0.10,179369558,-0.0861
170,2020-10-02,0.0210,0.0184,0.04,168903983,0.1307
180,2020-10-12,0.0028,-0.0036,0.08,191608078,-0.1627
190,2020-10-22,0.0000,-0.0010,0.06,166337319,-0.0303
200,2020-11-01,0.0045,0.0046,0.18,154768365,0.0489
210,2020-11-11,0.0000,-0.0010,0.18,150566215,-0.0314
220,2020-11-21,0.0257,0.0258,0.09,169249778,0.2599
230,2020-12-01,-0.0262,-0.0220,0.09,171650917,-0.1352
240,2020-12-11,-0.0152,-0.0110,0.21,177642820,-0.0273
250,2020-12-21,0.0313,0.0265,0.24,163919379,0.1695
260,2020-12-31,0.0000,-0.0009,0.13,148189530,-0.0283
270,2021-01-10,-0.0246,-0.0424,0.04,132003489,-0.7800
280,2021-01-20,0.0000,-0.0014,0.10,120630524,-0.0415
290,2021-01-30,0.0006,-0.0041,0.06,134107670,-0.1330
300,2021-02-09,0.0000,-0.0008,0.04,134001151,-0.0253
310,2021-02-19,-0.0028,-0.0054,0.11,132975270,-0.1059
320,2021-03-01,-0.0052,-0.0117,0.09,120878074,-0.2472
330,2021-03-11,0.0000,-0.0003,0.20,122961757,-0.0103
340,2021-03-21,0.0000,-0.0009,0.07,133235045,-0.0272
350,2021-03-31,0.0000,-0.0011,0.07,130216762,-0.0342
360,2021-04-10,-0.0080,-0.0126,0.14,118507206,-0.2189
370,2021-04-20,-0.0125,-0.0109,0.03,116611388,-0.0751
380,2021-04-30,-0.0261,-0.0283,0.04,113563628,-0.3261
390,2021-05-10,0.0251,0.0182,0.14,114584032,0.0435
400,2021-05-20,0.0000,-0.0013,0.16,107887946,-0.0396
410,2021-05-30,-0.0070,-0.0168,0.04,103075484,-0.3633
420,2021-06-09,0.0000,-0.0008,0.05,106086181,-0.0237
430,2021-06-19,-0.0085,-0.0080,0.05,108029647,-0.0697
440,2021-06-29,0.0051,0.0026,0.15,118439275,-0.0238
450,2021-07-09,-0.0217,-0.0207,0.12,112767420,-0.1875
460,2021-07-19,0.0000,-0.0009,0.08,113956869,-0.0256
470,2021-07-29,0.0000,-0.0015,0.15,110859533,-0.0455
480,2021-08-08,0.0162,0.0115,0.07,115839612,0.0209
490,2021-08-18,0.0000,-0.0009,0.11,123171233,-0.0276
500,2021-08-28,-0.0404,-0.0223,0.26,126839536,0.1385
510,2021-09-07,0.0201,0.0235,0.04,117936895,0.3041
520,2021-09-17,-0.0334,-0.0280,0.03,111071166,-0.1721
530,2021-09-27,-0.0053,-0.0042,0.09,108566457,-0.0197
540,2021-10-07,0.0000,-0.0015,0.04,112256788,-0.0454
550,2021-10-17,0.0216,0.0183,0.13,107851627,0.1172
560,2021-10-27,0.0000,-0.0007,0.08,104442923,-0.0208
570,2021-11-06,-0.0118,-0.0121,0.21,108319207,-0.1265
580,2021-11-16,0.0014,-0.0013,0.06,104844890,-0.0674
590,2021-11-26,-0.0338,-0.0276,0.22,100908005,-0.1522
600,2021-12-06,0.0017,0.0009,0.18,100316961,-0.0057
610,2021-12-16,0.0000,-0.0013,0.05,93265974,-0.0396
620,2021-12-26,-0.0003,-0.0002,0.08,102878180,0.0011
630,2022-01-05,0.0000,-0.0008,0.23,99475678,-0.0248
640,2022-01-15,0.0072,0.0057,0.05,98993091,0.0259
650,2022-01-25,0.0175,0.0081,0.08,93070806,-0.1055
660,2022-02-04,0.0087,0.0068,0.23,99350989,0.0294
670,2022-02-14,0.0000,-0.0017,0.03,95143259,-0.0519
680,2022-02-24,0.0000,-0.0013,0.26,97786111,-0.0387
690,2022-03-06,-0.0120,-0.0116,0.02,97582118,-0.1061
700,2022-03-16,0.0000,-0.0008,0.04,96644966,-0.0229
710,2022-03-26,0.0161,0.0125,0.20,101428748,0.0516
720,2022-04-05,-0.0322,-0.0352,0.03,103033278,-0.4113
730,2022-04-15,-0.0034,-0.0057,0.04,98868132,-0.1040
740,2022-04-25,0.0124,0.0099,0.12,100467432,0.0482
750,2022-05-05,0.0000,-0.0010,0.15,99066083,-0.0310
760,2022-05-15,0.0058,0.0045,0.06,100038080,0.0197
770,2022-05-25,0.0000,-0.0010,0.32,97419613,-0.0287
780,2022-06-04,0.0000,-0.0006,0.05,93860576,-0.0173
790,2022-06-14,-0.0034,-0.0059,0.13,92439778,-0.1103
800,2022-06-24,-0.0085,-0.0092,0.22,89777275,-0.1063
810,2022-07-04,0.0034,0.0062,0.26,88174142,0.1169
820,2022-07-14,0.0000,-0.0009,0.06,85405100,-0.0268
830,2022-07-24,-0.0221,-0.0192,0.08,81629527,-0.1328
840,2022-08-03,0.0000,-0.0009,0.31,81938148,-0.0256
850,2022-08-13,-0.0071,-0.0107,0.03,84474774,-0.1786
860,2022-08-23,0.0137,0.0087,0.24,85089677,-0.0115
870,2022-09-02,-0.0300,-0.0274,0.22,79998100,-0.2220
880,2022-09-12,0.0116,0.0073,0.22,77808377,-0.0142
890,2022-09-22,0.0000,-0.0007,0.03,74672879,-0.0223
900,2022-10-02,-0.0071,-0.0093,0.03,72623058,-0.1357
910,2022-10-12,0.0000,-0.0009,0.06,73490115,-0.0278
920,2022-10-22,-0.0047,-0.0031,0.14,71599203,0.0017
930,2022-11-01,0.0067,0.0056,0.18,72574449,0.0337
940,2022-11-11,-0.0095,0.0008,0.21,81234201,0.2143
950,2022-11-21,0.0068,0.0070,0.13,81168482,0.0727
960,2022-12-01,0.0000,-0.0011,0.05,81662104,-0.0326
970,2022-12-11,0.0309,0.0283,0.09,82904445,0.2296
980,2022-12-21,0.0000,-0.0014,0.07,83934790,-0.0432
990,2022-12-31,0.0017,-0.0035,0.07,86547086,-0.1401
1000,2023-01-10,-0.0281,-0.0263,0.08,92072208,-0.2264
1010,2023-01-20,-0.0314,-0.0237,0.10,91835689,-0.0822
